,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
8403,2012-07-11 12:00:00,3,0,1,2,31.98,34.85,43,0.0,69,223,292
6098,2012-02-10 08:00:00,1,0,1,1,8.2,10.605,59,11.0014,1,447,448
3216,2011-08-03 22:00:00,3,0,1,3,27.88,31.82,89,7.0015,11,66,77
3210,2011-08-03 16:00:00,3,0,1,3,27.88,31.82,79,0.0,21,129,150
5813,2012-01-17 10:00:00,1,0,1,3,12.3,14.395,87,16.9979,1,61,62
3343,2011-08-09 05:00:00,3,0,1,1,28.7,32.575,65,6.0032,5,25,30
4119,2011-10-03 16:00:00,4,0,1,2,16.4,20.455,76,7.0015,16,202,218
6995,2012-04-09 19:00:00,2,0,1,1,21.32,25.0,34,23.9994,35,386,421
6138,2012-02-12 00:00:00,1,0,0,3,4.1,3.79,68,26.0027,0,21,21
7751,2012-06-03 08:00:00,2,0,0,1,22.14,25.76,60,6.0032,30,110,140
10684,2012-12-11 14:00:00,4,0,1,2,15.58,19.695,50,15.0013,19,185,204
2028,2011-05-11 10:00:00,2,0,1,1,22.14,25.76,68,6.0032,30,124,154
9220,2012-09-07 13:00:00,3,0,1,1,32.8,38.635,59,16.9979,71,283,354
7963,2012-06-12 04:00:00,2,0,1,3,24.6,27.275,88,11.0014,0,4,4
1370,2011-04-02 23:00:00,2,0,0,1,13.12,15.91,61,11.0014,20,33,53
2599,2011-06-16 05:00:00,2,0,1,1,24.6,30.305,64,12.998,7,18,25
9107,2012-09-02 20:00:00,3,0,0,2,28.7,33.335,84,11.0014,63,41,104
741,2011-02-14 06:00:00,1,0,1,1,13.94,15.15,46,19.9995,1,25,26
7932,2012-06-10 21:00:00,2,0,0,1,29.52,34.09,62,11.0014,83,170,253
8291,2012-07-06 20:00:00,3,0,1,1,35.26,38.635,39,7.0015,91,245,336
5114,2011-12-07 04:00:00,4,0,1,3,18.86,22.725,100,11.0014,0,1,1
7711,2012-06-01 16:00:00,2,0,1,3,30.34,34.09,58,30.0026,36,186,222
828,2011-02-17 23:00:00,1,0,1,1,18.86,22.725,67,19.9995,4,40,44
1972,2011-05-09 02:00:00,2,0,1,1,18.04,21.97,94,0.0,6,2,8
477,2011-02-02 23:00:00,1,0,1,1,8.2,8.335,44,30.0026,3,29,32
1392,2011-04-03 21:00:00,2,0,0,2,17.22,21.21,44,15.0013,8,37,45
10768,2012-12-15 02:00:00,4,0,0,1,10.66,15.15,81,0.0,6,63,69
98,2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88
2797,2011-07-05 11:00:00,3,0,1,1,31.98,34.85,46,7.0015,75,97,172
4224,2011-10-08 01:00:00,4,0,0,1,18.86,22.725,82,0.0,14,51,65
9036,2012-08-18 21:00:00,3,0,0,1,27.06,31.06,61,0.0,90,248,338
5516,2012-01-04 23:00:00,1,0,1,2,8.2,11.365,44,7.0015,0,32,32
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6,78,84
8778,2012-08-08 03:00:00,3,0,1,1,28.7,33.335,84,0.0,1,6,7
7775,2012-06-04 08:00:00,2,0,1,1,24.6,31.06,49,15.0013,22,643,665
6226,2012-02-15 16:00:00,1,0,1,1,17.22,21.21,38,12.998,9,222,231
1244,2011-03-16 16:00:00,1,0,1,2,16.4,20.455,76,11.0014,30,121,151
4227,2011-10-08 04:00:00,4,0,0,1,17.22,21.21,94,8.9981,3,7,10
10495,2012-12-03 17:00:00,4,0,1,1,21.32,25.0,63,7.0015,43,665,708
8680,2012-08-04 01:00:00,3,0,0,1,29.52,35.605,84,12.998,23,99,122
4653,2011-11-06 23:00:00,4,0,0,1,13.94,17.425,87,6.0032,7,43,50
206,2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1,19,20
2810,2011-07-06 00:00:00,3,0,1,1,29.52,34.85,74,12.998,11,26,37
7114,2012-04-14 19:00:00,2,0,0,2,24.6,31.06,40,11.0014,163,296,459
3374,2011-08-10 12:00:00,3,0,1,1,33.62,36.365,38,19.9995,74,166,240
8914,2012-08-13 19:00:00,3,0,1,1,30.34,34.09,58,11.0014,88,467,555
6011,2012-02-06 17:00:00,1,0,1,1,16.4,20.455,43,16.9979,13,417,430
9799,2012-10-12 16:00:00,4,0,1,1,18.86,22.725,41,23.9994,108,412,520
6314,2012-02-19 08:00:00,1,0,0,2,9.84,11.365,56,12.998,8,48,56
3274,2011-08-06 08:00:00,3,0,0,1,27.88,31.82,83,11.0014,27,94,121
3392,2011-08-11 06:00:00,3,0,1,1,25.42,30.305,65,11.0014,5,101,106
8597,2012-07-19 14:00:00,3,0,1,1,35.26,39.395,44,6.0032,46,151,197
10166,2012-11-09 00:00:00,4,0,1,1,13.94,15.15,49,22.0028,9,46,55
4118,2011-10-03 15:00:00,4,0,1,3,16.4,20.455,76,0.0,22,79,101
4251,2011-10-09 04:00:00,4,0,0,1,18.04,21.97,88,0.0,7,7,14
10185,2012-11-09 19:00:00,4,0,1,1,13.94,17.425,71,6.0032,30,331,361
6246,2012-02-16 12:00:00,1,0,1,3,13.12,16.665,76,6.0032,1,44,45
2482,2011-06-11 08:00:00,2,0,0,1,30.34,34.09,58,12.998,32,111,143
6909,2012-04-06 05:00:00,2,0,1,1,13.12,15.15,53,22.0028,0,23,23
564,2011-02-06 16:00:00,1,0,0,1,13.94,17.425,49,7.0015,42,115,157
10024,2012-11-03 01:00:00,4,0,0,2,13.94,15.15,49,22.0028,6,83,89
2306,2011-06-04 00:00:00,2,0,0,1,22.96,26.515,52,0.0,24,69,93
2942,2011-07-11 12:00:00,3,0,1,1,34.44,40.15,53,19.0012,40,108,148
7122,2012-04-15 03:00:00,2,0,0,2,21.32,25.0,59,8.9981,18,27,45
2715,2011-07-02 01:00:00,3,0,0,1,27.06,31.06,54,0.0,20,58,78
7074,2012-04-13 03:00:00,2,0,1,1,13.94,16.665,61,11.0014,3,8,11
3795,2011-09-09 03:00:00,3,0,1,2,25.42,27.275,94,16.9979,1,1,2
10227,2012-11-11 13:00:00,4,0,0,1,22.14,25.76,45,7.0015,262,424,686
4417,2011-10-16 02:00:00,4,0,0,1,17.22,21.21,54,8.9981,13,52,65
4976,2011-12-01 10:00:00,4,0,1,1,13.12,15.15,53,19.9995,7,86,93
8958,2012-08-15 15:00:00,3,0,1,1,31.16,34.85,52,16.9979,70,196,266
6081,2012-02-09 15:00:00,1,0,1,1,13.12,15.15,36,19.9995,14,120,134
4031,2011-09-19 00:00:00,3,0,1,2,21.32,25.0,72,11.0014,14,23,37
4800,2011-11-13 02:00:00,4,0,0,1,14.76,18.18,57,7.0015,9,48,57
7418,2012-05-08 11:00:00,2,0,1,2,24.6,30.305,64,26.0027,60,157,217
9455,2012-09-17 08:00:00,3,0,1,1,22.14,25.76,77,6.0032,36,647,683
6673,2012-03-15 08:00:00,1,0,1,1,18.04,21.97,77,7.0015,21,602,623
9530,2012-10-01 11:00:00,4,0,1,1,23.78,27.275,46,0.0,76,196,272
9479,2012-09-18 08:00:00,3,0,1,2,27.06,30.305,83,36.9974,32,640,672
9339,2012-09-12 12:00:00,3,0,1,1,27.88,31.82,36,8.9981,88,264,352
6892,2012-04-05 12:00:00,2,0,1,1,18.04,21.97,33,0.0,66,210,276
4959,2011-11-19 17:00:00,4,0,0,1,16.4,20.455,40,12.998,61,171,232
5942,2012-02-03 19:00:00,1,0,1,1,13.94,17.425,49,7.0015,11,256,267
8354,2012-07-09 11:00:00,3,0,1,2,29.52,34.09,62,8.9981,72,144,216
9378,2012-09-14 03:00:00,3,0,1,1,22.14,25.76,77,0.0,5,9,14
1922,2011-05-07 00:00:00,2,0,0,1,17.22,21.21,82,8.9981,10,76,86
3699,2011-09-05 01:00:00,3,1,0,2,27.88,31.82,79,7.0015,19,35,54
2077,2011-05-13 11:00:00,2,0,1,2,21.32,25.0,83,11.0014,56,90,146
2727,2011-07-02 13:00:00,3,0,0,1,33.62,35.605,30,7.0015,178,226,404
6244,2012-02-16 10:00:00,1,0,1,3,13.12,16.665,70,8.9981,2,42,44
7951,2012-06-11 16:00:00,2,0,1,2,32.8,35.605,41,27.9993,87,340,427
1412,2011-04-04 17:00:00,2,0,1,1,30.34,32.575,23,40.9973,83,283,366
7046,2012-04-11 23:00:00,2,0,1,1,13.94,15.15,57,19.9995,9,52,61
8966,2012-08-15 23:00:00,3,0,1,1,27.88,31.82,65,7.0015,18,120,138
7008,2012-04-10 08:00:00,2,0,1,1,15.58,19.695,62,8.9981,22,670,692
1264,2011-03-17 12:00:00,1,0,1,1,20.5,24.24,45,15.0013,24,81,105
3492,2011-08-15 10:00:00,3,0,1,1,27.88,31.82,69,19.0012,54,87,141
2787,2011-07-05 01:00:00,3,0,1,1,28.7,32.575,65,7.0015,15,24,39
8855,2012-08-11 08:00:00,3,0,0,1,27.06,30.305,83,7.0015,30,132,162
2056,2011-05-12 14:00:00,2,0,1,2,25.42,30.305,61,15.0013,43,148,191
4894,2011-11-17 00:00:00,4,0,1,2,17.22,21.21,88,16.9979,2,22,24
4211,2011-10-07 12:00:00,4,0,1,1,24.6,31.06,53,0.0,61,174,235
1579,2011-04-11 17:00:00,2,0,1,1,30.34,33.335,48,35.0008,100,352,452
10600,2012-12-08 02:00:00,4,0,0,2,14.76,17.425,93,8.9981,3,67,70
10,2011-01-01 10:00:00,1,0,0,1,15.58,19.695,76,16.9979,12,24,36
4406,2011-10-15 15:00:00,4,0,0,1,25.42,31.06,31,32.9975,166,211,377
1838,2011-05-03 12:00:00,2,0,1,2,27.88,31.82,61,32.9975,48,169,217
10733,2012-12-13 15:00:00,4,0,1,1,14.76,17.425,34,8.9981,40,240,280
5380,2011-12-18 06:00:00,4,0,0,1,8.2,10.605,59,8.9981,0,3,3
256,2011-01-12 01:00:00,1,0,1,2,6.56,9.09,86,7.0015,0,6,6
6164,2012-02-13 02:00:00,1,0,1,1,5.74,6.82,46,12.998,0,4,4
3472,2011-08-14 14:00:00,3,0,0,1,30.34,34.85,70,12.998,126,244,370
213,2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,1,2,3
9230,2012-09-07 23:00:00,3,0,1,1,27.06,29.545,89,16.9979,28,220,248
8806,2012-08-09 07:00:00,3,0,1,2,28.7,33.335,84,11.0014,24,451,475
6305,2012-02-18 23:00:00,1,0,0,2,14.76,16.665,40,26.0027,12,62,74
6911,2012-04-06 07:00:00,2,0,1,1,12.3,14.395,49,19.0012,15,231,246
10364,2012-11-17 06:00:00,4,0,0,1,9.84,11.365,70,15.0013,0,21,21
4321,2011-10-12 02:00:00,4,0,1,2,22.96,26.515,83,19.0012,0,2,2
2980,2011-07-13 02:00:00,3,0,1,1,31.16,34.85,55,0.0,2,3,5
9655,2012-10-06 16:00:00,4,0,0,1,24.6,31.06,43,35.0008,317,342,659
7222,2012-04-19 07:00:00,2,0,1,2,16.4,20.455,82,8.9981,15,391,406
7948,2012-06-11 13:00:00,2,0,1,2,32.8,35.605,41,19.9995,63,185,248
7457,2012-05-10 02:00:00,2,0,1,2,19.68,23.485,88,7.0015,0,3,3
2616,2011-06-16 22:00:00,2,0,1,3,25.42,28.79,83,16.9979,24,127,151
3389,2011-08-11 03:00:00,3,0,1,1,26.24,31.06,57,8.9981,2,7,9
1893,2011-05-05 19:00:00,2,0,1,1,22.14,25.76,28,15.0013,56,305,361
6771,2012-03-19 10:00:00,1,0,1,1,21.32,25.0,72,8.9981,56,128,184
5684,2012-01-12 00:00:00,1,0,1,3,13.94,16.665,93,12.998,0,3,3
5610,2012-01-08 21:00:00,1,0,0,1,11.48,13.635,56,15.0013,10,81,91
5288,2011-12-14 10:00:00,4,0,1,2,13.12,17.425,57,0.0,9,133,142
7045,2012-04-11 22:00:00,2,0,1,1,13.94,15.15,57,22.0028,4,130,134
2287,2011-06-03 05:00:00,2,0,1,1,21.32,25.0,48,23.9994,4,24,28
5631,2012-01-09 18:00:00,1,0,1,4,8.2,11.365,86,6.0032,6,158,164
10872,2012-12-19 10:00:00,4,0,1,1,13.12,16.665,70,7.0015,17,147,164
4695,2011-11-08 17:00:00,4,0,1,1,21.32,25.0,43,11.0014,40,459,499
9816,2012-10-13 09:00:00,4,0,0,1,14.76,18.18,50,6.0032,46,220,266
54,2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,7,81,88
1021,2011-03-07 01:00:00,1,0,1,3,8.2,9.09,100,22.0028,0,2,2
3891,2011-09-13 04:00:00,3,0,1,1,22.96,26.515,88,0.0,2,6,8
3383,2011-08-10 21:00:00,3,0,1,1,31.16,33.335,33,7.0015,47,162,209
1812,2011-05-02 10:00:00,2,0,1,2,22.14,25.76,77,15.0013,31,77,108
7843,2012-06-07 04:00:00,2,0,1,1,18.86,22.725,88,7.0015,0,6,6
5827,2012-01-18 00:00:00,1,0,1,2,18.86,22.725,77,22.0028,3,14,17
4974,2011-12-01 08:00:00,4,0,1,1,10.66,11.365,60,22.0028,15,462,477
6655,2012-03-14 14:00:00,1,0,1,1,28.7,31.82,23,22.0028,61,163,224
2061,2011-05-12 19:00:00,2,0,1,2,24.6,30.305,64,12.998,59,305,364
1310,2011-03-19 11:00:00,1,0,0,1,18.86,22.725,36,30.0026,90,106,196
8814,2012-08-09 15:00:00,3,0,1,1,36.08,38.635,32,15.0013,63,204,267
3908,2011-09-13 21:00:00,3,0,1,1,26.24,29.545,78,11.0014,45,200,245
6997,2012-04-09 21:00:00,2,0,1,3,19.68,23.485,41,27.9993,14,151,165
7025,2012-04-11 01:00:00,2,0,1,1,13.94,15.91,39,19.0012,3,9,12
1950,2011-05-08 04:00:00,2,0,0,1,17.22,21.21,82,0.0,2,8,10
3579,2011-08-19 01:00:00,3,0,1,3,26.24,28.79,89,0.0,1,19,20
3648,2011-09-02 22:00:00,3,0,1,2,26.24,30.305,73,11.0014,33,114,147
6857,2012-04-04 01:00:00,2,0,1,1,18.86,22.725,59,0.0,0,11,11
363,2011-01-16 15:00:00,1,0,0,1,10.66,12.12,38,16.9979,35,78,113
7832,2012-06-06 17:00:00,2,0,1,1,25.42,31.06,43,8.9981,72,652,724
6421,2012-03-04 19:00:00,1,0,0,1,12.3,12.88,36,32.9975,12,120,132
8306,2012-07-07 11:00:00,3,0,0,1,38.54,43.94,38,12.998,122,245,367
10001,2012-11-02 02:00:00,4,0,1,1,13.12,15.91,66,11.0014,3,7,10
5126,2011-12-07 16:00:00,4,0,1,3,17.22,21.21,94,12.998,3,28,31
6496,2012-03-07 22:00:00,1,0,1,1,18.86,22.725,59,19.9995,10,149,159
4951,2011-11-19 09:00:00,4,0,0,1,11.48,12.88,52,19.9995,12,130,142
6734,2012-03-17 21:00:00,1,0,0,1,22.14,25.76,68,11.0014,54,169,223
10398,2012-11-18 16:00:00,4,0,0,2,16.4,20.455,62,22.0028,59,313,372
7229,2012-04-19 14:00:00,2,0,1,1,23.78,27.275,43,0.0,54,183,237
4048,2011-09-19 17:00:00,3,0,1,2,23.78,27.275,64,8.9981,85,483,568
6663,2012-03-14 22:00:00,1,0,1,1,21.32,25.0,55,8.9981,43,159,202
1736,2011-04-18 06:00:00,2,0,1,1,16.4,20.455,82,0.0,3,51,54
9867,2012-10-15 12:00:00,4,0,1,3,24.6,28.79,78,22.0028,73,211,284
9491,2012-09-18 20:00:00,3,0,1,2,24.6,27.275,88,12.998,19,271,290
683,2011-02-11 19:00:00,1,0,1,1,10.66,15.15,33,0.0,7,94,101
7389,2012-05-07 06:00:00,2,0,1,1,18.86,22.725,88,7.0015,8,134,142
3184,2011-08-02 14:00:00,3,0,1,1,36.9,38.635,25,19.0012,45,114,159
7575,2012-05-15 00:00:00,2,0,1,2,22.96,26.515,88,8.9981,7,25,32
6807,2012-04-01 22:00:00,2,0,0,3,20.5,24.24,63,7.0015,7,61,68
913,2011-03-02 12:00:00,1,0,1,1,16.4,20.455,43,12.998,20,62,82
1661,2011-04-15 03:00:00,2,1,0,1,16.4,20.455,76,0.0,0,3,3
9449,2012-09-17 02:00:00,3,0,1,1,21.32,25.0,72,0.0,5,8,13
1410,2011-04-04 15:00:00,2,0,1,1,31.16,33.335,23,36.9974,47,96,143
9246,2012-09-08 15:00:00,3,0,0,3,22.96,26.515,88,16.9979,175,337,512
5759,2012-01-15 03:00:00,1,0,0,2,6.56,6.82,48,26.0027,1,24,25
1598,2011-04-12 12:00:00,2,0,1,2,22.96,26.515,64,31.0009,9,83,92
10540,2012-12-05 14:00:00,4,0,1,1,19.68,23.485,33,32.9975,39,179,218
9740,2012-10-10 05:00:00,4,0,1,2,18.86,22.725,88,6.0032,2,38,40
5285,2011-12-14 07:00:00,4,0,1,1,11.48,15.91,75,0.0,4,243,247
8702,2012-08-04 23:00:00,3,0,0,1,31.16,36.365,66,19.9995,61,161,222
1253,2011-03-17 01:00:00,1,0,1,1,14.76,17.425,71,15.0013,1,11,12
2892,2011-07-09 10:00:00,3,0,0,1,31.16,34.85,52,11.0014,87,177,264
3118,2011-07-18 20:00:00,3,0,1,1,31.98,37.12,59,15.0013,91,232,323
3871,2011-09-12 08:00:00,3,0,1,1,24.6,28.79,78,6.0032,26,382,408
9762,2012-10-11 03:00:00,4,0,1,1,17.22,21.21,47,19.9995,0,3,3
5348,2011-12-16 22:00:00,4,0,1,2,12.3,15.15,49,11.0014,6,100,106
5593,2012-01-08 04:00:00,1,0,0,1,13.12,15.15,49,16.9979,2,4,6
589,2011-02-07 17:00:00,1,0,1,2,13.12,15.91,70,11.0014,9,207,216
2025,2011-05-11 07:00:00,2,0,1,1,19.68,23.485,72,12.998,25,293,318
10585,2012-12-07 11:00:00,4,0,1,2,13.12,15.91,76,12.998,20,183,203
3010,2011-07-14 08:00:00,3,0,1,1,26.24,31.06,50,23.9994,53,433,486
740,2011-02-14 05:00:00,1,0,1,1,13.12,15.15,53,19.0012,0,3,3
9011,2012-08-17 20:00:00,3,0,1,2,29.52,12.12,58,15.0013,97,262,359
2842,2011-07-07 08:00:00,3,0,1,2,28.7,33.335,79,12.998,28,415,443
2904,2011-07-09 22:00:00,3,0,0,1,29.52,34.09,62,11.0014,60,154,214
7402,2012-05-07 19:00:00,2,0,1,1,23.78,27.275,56,22.0028,83,463,546
10717,2012-12-12 23:00:00,4,0,1,2,11.48,13.635,56,15.0013,3,76,79
5427,2012-01-01 05:00:00,1,0,0,1,11.48,14.395,81,7.0015,0,5,5
2137,2011-05-15 23:00:00,2,0,0,1,22.14,25.76,88,15.0013,18,51,69
907,2011-03-02 06:00:00,1,0,1,1,9.02,10.605,55,16.9979,1,39,40
594,2011-02-07 22:00:00,1,0,1,1,11.48,15.15,81,6.0032,3,34,37
5329,2011-12-16 03:00:00,4,0,1,1,18.86,22.725,82,8.9981,2,3,5
7502,2012-05-11 23:00:00,2,0,1,1,22.14,25.76,37,12.998,38,142,180
9631,2012-10-05 16:00:00,4,0,1,1,29.52,32.575,37,0.0,153,481,634
3622,2011-09-01 20:00:00,3,0,1,1,27.06,31.06,61,15.0013,33,247,280
6601,2012-03-12 08:00:00,1,0,1,1,13.94,16.665,61,8.9981,17,547,564
7150,2012-04-16 07:00:00,2,1,0,1,21.32,25.0,83,8.9981,20,367,387
6228,2012-02-15 18:00:00,1,0,1,1,16.4,20.455,40,15.0013,9,459,468
10123,2012-11-07 04:00:00,4,0,1,2,11.48,12.88,52,19.9995,0,9,9
7723,2012-06-02 04:00:00,2,0,0,1,22.14,25.76,68,19.0012,2,11,13
10026,2012-11-03 03:00:00,4,0,0,2,13.94,15.91,49,16.9979,6,22,28
8957,2012-08-15 14:00:00,3,0,1,2,31.16,34.85,52,19.9995,94,161,255
1445,2011-04-06 02:00:00,2,0,1,1,9.84,12.12,70,8.9981,0,5,5
7888,2012-06-09 01:00:00,2,0,0,1,26.24,31.06,53,6.0032,34,89,123
1796,2011-05-01 18:00:00,2,0,0,2,18.86,22.725,82,6.0032,33,126,159
2398,2011-06-07 20:00:00,2,0,1,1,30.34,34.09,56,8.9981,45,301,346
7538,2012-05-13 11:00:00,2,0,0,1,25.42,31.06,57,16.9979,150,278,428
5365,2011-12-17 15:00:00,4,0,0,1,11.48,12.88,45,19.0012,33,195,228
10444,2012-12-01 14:00:00,4,0,0,2,14.76,18.94,71,0.0,110,369,479
613,2011-02-08 17:00:00,1,0,1,1,9.02,9.09,32,39.0007,4,172,176
569,2011-02-06 21:00:00,1,0,0,1,10.66,15.15,60,0.0,5,22,27
2297,2011-06-03 15:00:00,2,0,1,1,28.7,31.82,28,19.0012,56,156,212
10644,2012-12-09 22:00:00,4,0,0,3,14.76,18.18,93,7.0015,3,75,78
1600,2011-04-12 14:00:00,2,0,1,2,20.5,24.24,82,19.0012,16,28,44
2959,2011-07-12 05:00:00,3,0,1,1,28.7,33.335,79,6.0032,4,21,25
9865,2012-10-15 10:00:00,4,0,1,2,24.6,29.545,73,26.0027,43,125,168
3646,2011-09-02 20:00:00,3,0,1,1,26.24,30.305,73,0.0,38,158,196
7233,2012-04-19 18:00:00,2,0,1,1,24.6,31.06,43,6.0032,99,677,776
2430,2011-06-09 04:00:00,2,0,1,2,29.52,34.85,79,6.0032,2,4,6
1082,2011-03-09 15:00:00,1,0,1,2,14.76,16.665,71,19.9995,15,64,79
9570,2012-10-03 03:00:00,4,0,1,2,24.6,25.76,94,0.0,0,7,7
2386,2011-06-07 08:00:00,2,0,1,2,27.88,31.82,61,8.9981,45,432,477
2447,2011-06-09 21:00:00,2,0,1,3,31.16,34.85,52,0.0,29,142,171
7290,2012-05-03 03:00:00,2,0,1,2,18.86,22.725,88,0.0,2,4,6
3248,2011-08-05 06:00:00,3,0,1,1,26.24,29.545,78,8.9981,7,94,101
3889,2011-09-13 02:00:00,3,0,1,1,24.6,28.79,78,0.0,2,0,2
1887,2011-05-05 13:00:00,2,0,1,1,22.14,25.76,30,39.0007,50,142,192
7337,2012-05-05 02:00:00,2,0,0,1,23.78,27.275,88,0.0,24,51,75
5333,2011-12-16 07:00:00,4,0,1,2,15.58,19.695,46,19.9995,5,226,231
2885,2011-07-09 03:00:00,3,0,0,1,26.24,28.79,89,8.9981,7,23,30
4536,2011-11-02 02:00:00,4,0,1,1,12.3,16.665,87,0.0,0,2,2
10143,2012-11-08 00:00:00,4,0,1,3,11.48,13.635,61,15.0013,1,14,15
1343,2011-04-01 20:00:00,2,0,1,1,13.12,15.91,53,12.998,2,75,77
10486,2012-12-03 08:00:00,4,0,1,1,14.76,18.94,93,0.0,19,712,731
8453,2012-07-13 14:00:00,3,0,1,2,32.8,35.605,38,0.0,120,249,369
6721,2012-03-17 08:00:00,1,0,0,2,17.22,21.21,94,7.0015,63,155,218
6014,2012-02-06 20:00:00,1,0,1,1,13.94,16.665,46,11.0014,7,194,201
2472,2011-06-10 22:00:00,2,0,1,1,29.52,34.85,74,16.9979,40,145,185
1352,2011-04-02 05:00:00,2,0,0,2,9.84,12.12,75,11.0014,1,4,5
7573,2012-05-14 22:00:00,2,0,1,2,23.78,27.275,78,6.0032,11,118,129
5548,2012-01-06 07:00:00,1,0,1,2,9.84,14.395,65,0.0,4,201,205
4479,2011-10-18 16:00:00,4,0,1,1,25.42,31.06,57,16.9979,58,246,304
10121,2012-11-07 02:00:00,4,0,1,2,11.48,12.88,56,19.9995,6,68,74
9056,2012-08-19 17:00:00,3,0,0,2,26.24,29.545,78,7.0015,76,267,343
2357,2011-06-06 03:00:00,2,0,1,1,23.78,27.275,88,0.0,2,3,5
7720,2012-06-02 01:00:00,2,0,0,2,22.96,26.515,83,7.0015,15,61,76
1967,2011-05-08 21:00:00,2,0,0,1,21.32,25.0,77,6.0032,32,95,127
7288,2012-05-03 01:00:00,2,0,1,2,18.86,22.725,88,7.0015,9,15,24
8431,2012-07-12 16:00:00,3,0,1,1,32.8,35.605,36,12.998,69,370,439
4363,2011-10-13 20:00:00,4,0,1,1,25.42,28.79,83,19.0012,15,166,181
6299,2012-02-18 17:00:00,1,0,0,1,19.68,23.485,36,19.0012,142,222,364
7449,2012-05-09 18:00:00,2,0,1,3,21.32,25.0,77,39.0007,23,349,372
2404,2011-06-08 02:00:00,2,0,1,1,26.24,28.79,89,6.0032,0,7,7
4127,2011-10-04 00:00:00,4,0,1,2,16.4,20.455,87,6.0032,5,22,27
4789,2011-11-12 15:00:00,4,0,0,1,21.32,25.0,29,19.0012,165,221,386
6546,2012-03-10 00:00:00,1,0,0,1,12.3,13.635,36,23.9994,9,68,77
9170,2012-09-05 11:00:00,3,0,1,2,31.98,37.12,62,11.0014,61,156,217
6185,2012-02-13 23:00:00,1,0,1,1,11.48,15.91,41,0.0,2,34,36
10229,2012-11-11 15:00:00,4,0,0,1,22.96,26.515,37,15.0013,304,420,724
4355,2011-10-13 12:00:00,4,0,1,2,25.42,28.03,88,0.0,10,95,105
10753,2012-12-14 11:00:00,4,0,1,1,13.12,15.15,65,12.998,31,180,211
1320,2011-03-19 21:00:00,1,0,0,1,16.4,20.455,37,19.9995,20,73,93
7614,2012-05-16 15:00:00,2,0,1,2,29.52,33.335,48,7.0015,52,222,274
10687,2012-12-11 17:00:00,4,0,1,1,13.12,15.15,53,15.0013,21,580,601
5487,2012-01-03 18:00:00,1,0,1,1,5.74,4.545,26,35.0008,10,214,224
7486,2012-05-11 07:00:00,2,0,1,1,17.22,21.21,50,16.9979,6,345,351
7079,2012-04-13 08:00:00,2,0,1,1,15.58,19.695,46,11.0014,24,539,563
6111,2012-02-10 21:00:00,1,0,1,2,13.12,16.665,66,6.0032,14,108,122
8752,2012-08-07 01:00:00,3,0,1,1,28.7,33.335,84,8.9981,2,16,18
9350,2012-09-12 23:00:00,3,0,1,1,22.96,26.515,68,7.0015,16,111,127
10659,2012-12-10 13:00:00,4,0,1,3,18.04,21.97,100,15.0013,30,190,220
7985,2012-06-13 02:00:00,2,0,1,1,25.42,28.79,83,8.9981,0,4,4
6963,2012-04-08 11:00:00,2,0,0,1,20.5,24.24,25,19.0012,195,209,404
355,2011-01-16 07:00:00,1,0,0,2,9.84,10.605,56,19.9995,0,3,3
2623,2011-06-17 05:00:00,2,0,1,1,22.14,25.76,100,0.0,1,12,13
1087,2011-03-09 20:00:00,1,0,1,2,13.12,15.91,87,12.998,4,87,91
9797,2012-10-12 14:00:00,4,0,1,1,22.96,26.515,37,31.0009,109,262,371
2561,2011-06-14 15:00:00,2,0,1,1,26.24,31.06,47,11.0014,42,136,178
6173,2012-02-13 11:00:00,1,0,1,1,9.02,11.365,37,12.998,5,85,90
9070,2012-09-01 07:00:00,3,0,0,2,30.34,34.09,58,8.9981,8,58,66
1066,2011-03-08 23:00:00,1,0,1,1,11.48,13.635,61,12.998,3,38,41
2814,2011-07-06 04:00:00,3,0,1,2,27.88,31.82,83,6.0032,0,6,6
2776,2011-07-04 14:00:00,3,1,0,1,32.8,36.365,46,0.0,235,173,408
8781,2012-08-08 06:00:00,3,0,1,2,28.7,33.335,84,11.0014,4,169,173
56,2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,10,41,51
3616,2011-09-01 14:00:00,3,0,1,3,29.52,33.335,54,16.9979,54,144,198
4142,2011-10-04 15:00:00,4,0,1,1,23.78,27.275,56,19.0012,28,166,194
5924,2012-02-03 01:00:00,1,0,1,1,12.3,13.635,56,22.0028,3,19,22
6410,2012-03-04 08:00:00,1,0,0,1,12.3,13.635,52,22.0028,12,54,66
8542,2012-07-17 07:00:00,3,0,1,2,30.34,34.85,70,0.0,26,500,526
10839,2012-12-18 01:00:00,4,0,1,2,18.04,21.97,94,8.9981,0,15,15
1368,2011-04-02 21:00:00,2,0,0,1,13.12,15.15,61,16.9979,24,53,77
6646,2012-03-14 05:00:00,1,0,1,1,18.04,21.97,82,8.9981,2,25,27
8222,2012-07-03 23:00:00,3,0,1,1,27.06,30.305,83,0.0,19,152,171
